제조사,모델명,코드,분류
samsung,Galaxy J7,SM-J700M,해외출시
samsung,Galaxy J7(2016),SM-J700T,해외출시
samsung,Galaxy J7(2016),SM-J700T1,해외출시
samsung,Galaxy J7(2016),SM-J7108,해외출시
samsung,Galaxy J7(2016),SM-J7109,해외출시
samsung,Galaxy J7(2016),SM-J710F,해외출시
samsung,Galaxy J7(2016),SM-J710FQ,해외출시
samsung,Galaxy J7(2016),SM-J710GN,해외출시
samsung,Galaxy J7(2016),SM-J710MN,해외출시
samsung,Galaxy J7,SM-J727R4,해외출시
samsung,Galaxy J7,SM-J727U,해외출시
samsung,Galaxy J7,SM-J727VPP,해외출시
samsung,Galaxy J7,SM-J730F,해외출시
samsung,Galaxy J7,SM-J730FM,해외출시
samsung,Galaxy J7,SM-J737A,해외출시
samsung,Galaxy J7,SM-J737U,해외출시
samsung,Galaxy J7,SM-J737VPP,해외출시
samsung,Galaxy M20,SM-M205F,해외출시
samsung,Galaxy M20,SM-M205FN,해외출시
samsung,Galaxy M20,SM-M205G,해외출시
samsung,Galaxy M20,SM-M205M,해외출시
samsung,Galaxy Note3 Neo,SM-N750,해외출시
samsung,Galaxy Note3 Neo,SM-N7500Q,해외출시
samsung,Galaxy Note3 Neo,SM-N7502,해외출시
samsung,Galaxy Note3 Neo,SM-N7505,해외출시
samsung,Galaxy Note3 Neo,SM-N7505L,해외출시
samsung,Galaxy Note3 Neo,SM-N7507,해외출시
samsung,Galaxy Note3,SM-N9000Q,해외출시
samsung,Galaxy Note3,SM-N9005,해외출시
samsung,Galaxy Note3,SM-N9006,해외출시
samsung,Galaxy Note3,SM-N9007,해외출시
samsung,Galaxy Note3,SM-N9008V,해외출시
samsung,Galaxy Note3,SM-N9009,해외출시
samsung,Galaxy Note3,SM-N900P,해외출시
samsung,Galaxy Note3,SM-N900R4,해외출시
samsung,Galaxy Note3,SM-N900T,해외출시
samsung,Galaxy Note3,SM-N900U,해외출시
samsung,Galaxy Note3,SM-N900V,해외출시
samsung,Galaxy Note3,SM-N900W8,해외출시
samsung,Galaxy Note4,SM-N9100,해외출시
samsung,Galaxy Note4,SM-N9106W,해외출시
samsung,Galaxy Note4,SM-N9108V,해외출시
samsung,Galaxy Note4,SM-N9109W,해외출시
samsung,Galaxy Note4,SM-N910C,해외출시
samsung,Galaxy Note4,SM-N910F,해외출시
samsung,Galaxy Note4,SM-N910G,해외출시
samsung,Galaxy Note4,SM-N910H,해외출시
samsung,Galaxy Note4,SM-N910P,해외출시
samsung,Galaxy Note4,SM-N910R4,해외출시
samsung,Galaxy Note4,SM-N910T,해외출시
samsung,Galaxy Note4,SM-N910T2,해외출시
samsung,Galaxy Note4,SM-N910T3,해외출시
samsung,Galaxy Note4,SM-N910U,해외출시
samsung,Galaxy Note4,SM-N910V,해외출시
samsung,Galaxy Note4,SM-N910W8,해외출시
samsung,Galaxy Note4,SM-N910X,해외출시
samsung,Galaxy Note Edge,SM-N9150,해외출시
samsung,Galaxy Note Edge,SM-N915F,해외출시
samsung,Galaxy Note Edge,SM-N915FY,해외출시
samsung,Galaxy Note Edge,SM-N915G,해외출시
samsung,Galaxy Note Edge,SM-N915P,해외출시
samsung,Galaxy Note Edge,SM-N915R4,해외출시
samsung,Galaxy Note Edge,SM-N915T,해외출시
samsung,Galaxy Note Edge,SM-N915T3,해외출시
samsung,Galaxy Note Edge,SM-N915V,해외출시
samsung,Galaxy Note Edge,SM-N915W8,해외출시
samsung,Galaxy Note Edge,SM-N915X,해외출시
samsung,Galaxy Note5,SM-N9200,해외출시
samsung,Galaxy Note5,SM-N9208,해외출시
samsung,Galaxy Note5,SM-N920C,해외출시
samsung,Galaxy Note5,SM-N920F,해외출시
samsung,Galaxy Note5,SM-N920G,해외출시
samsung,Galaxy Note5,SM-N920I,해외출시
samsung,Galaxy Note5,SM-N920P,해외출시
samsung,Galaxy Note5,SM-N920R4,해외출시
samsung,Galaxy Note5,SM-N920R6,해외출시
samsung,Galaxy Note5,SM-N920R7,해외출시
samsung,Galaxy Note5,SM-N920T,해외출시
samsung,Galaxy Note5,SM-N920V,해외출시
samsung,Galaxy Note5,SM-N920W8,해외출시
samsung,Galaxy Note5,SM-N920X,해외출시
samsung,Galaxy Note7,SM-N9300,해외출시
samsung,Galaxy Note7,SM-N930F,해외출시
samsung,Galaxy Note7,SM-N930P,해외출시
samsung,Galaxy Note7,SM-N930R4,해외출시
samsung,Galaxy Note7,SM-N930R6,해외출시
samsung,Galaxy Note7,SM-N930R7,해외출시
samsung,Galaxy Note7,SM-N930T,해외출시
samsung,Galaxy Note7,SM-N930U,해외출시
samsung,Galaxy Note7,SM-N930V,해외출시
samsung,Galaxy Note7,SM-N930VL,해외출시
samsung,Galaxy Note7,SM-N930W8,해외출시
samsung,Galaxy Note7,SM-N930X,해외출시
samsung,Galaxy Note Fan Edition,SM-N935F,해외출시
samsung,Galaxy Note8,SM-N9500,해외출시
samsung,Galaxy Note8,SM-N9508,해외출시
samsung,Galaxy Note8,SM-N950F,해외출시
samsung,Galaxy Note8,SM-N950U,해외출시
samsung,Galaxy Note8,SM-N950U1,해외출시
samsung,Galaxy Note8,SM-N950W,해외출시
samsung,Galaxy Note8,SM-N950XN,해외출시
samsung,Galaxy Note9,SM-N9600,해외출시
samsung,Galaxy Note9,SM-N960F,해외출시
samsung,Galaxy Note9,SM-N960U,해외출시
samsung,Galaxy Note9,SM-N960U1,해외출시
samsung,Galaxy Note9,SM-N960W,해외출시
samsung,Galaxy Note10+ 5G,SM-N9760,해외출시
samsung,Galaxy Note10+ 5G,SM-N976B,해외출시
samsung,Galaxy Note10+ 5G,SM-N976Q,해외출시
samsung,Galaxy Note10+ 5G,SM-N976U,해외출시
samsung,Galaxy Note10+ 5G,SM-N976V,해외출시
samsung,Galaxy Note20 5G,SM-N9810,해외출시
samsung,Galaxy Note20 5G,SM-N981B,해외출시
samsung,Galaxy Note20 5G,SM-N981U,해외출시
samsung,Galaxy Note20 5G,SM-N981U1,해외출시
samsung,Galaxy Note20 5G,SM-N981W,해외출시
samsung,Galaxy Note20 Ultra 5G,SM-N9860,해외출시
samsung,Galaxy Note20 Ultra 5G,SM-N986B,해외출시
samsung,Galaxy Note20 Ultra 5G,SM-N986U,해외출시
samsung,Galaxy Note20 Ultra 5G,SM-N986U1,해외출시
samsung,Galaxy Note20 Ultra 5G,SM-N986W,해외출시
samsung,Galaxy A10e,SM-S102DL,해외출시
samsung,Galaxy A50,SM-S506DL,해외출시
samsung,Galaxy S5,SM-S903VL,해외출시
samsung,Galaxy S6,SM-S906L,해외출시
samsung,Galaxy S6,SM-S907VL,해외출시
samsung,Galaxy S4,SM-S975L,해외출시
samsung,Galaxy S4 Mini,SPH-L520,해외출시
samsung,Galaxy Mega 6.3,SPH-L600,해외출시
samsung,Galaxy S3,SPH-L710,해외출시
samsung,Galaxy S3,SPH-L710T,해외출시
samsung,Galaxy S4,SPH-L720,해외출시
samsung,Galaxy S4,SPH-L720T,해외출시
samsung,Galaxy Reverb,SPH-M950,해외출시
lg,LG G2,VS980 4G,해외출시
lg,LG G3,VS985 4G,해외출시
lg,LG G4,VS986,해외출시
lg,LG G5,VS987,해외출시
lg,LG G6,VS988,해외출시
lg,V10,VS990,해외출시
lg,V20,VS995,해외출시
lg,V30,VS996,해외출시
